	codificacao_foto	ano	mes	dia	data	Conta para gente o que está acontecendo	Em que categoria se encaixaria o problema	Categoria 2	Com que frequência isso ocorre	Consegue nos informar o endereço de onde a foto/vídeo foi tirada	Em que localidade fica	Insira a latitude do seu endereço (opcional)	Insira a longitude do seu endereço (opcional)	Você já tentou solucionar o problema de alguma forma	A quem recorreu
309	20221024_1948	2022	10	24	20221024.0	Acúmulo de lixo, rua nova Jerusalém 345, em frente a edigráfica. Baixa do sapateiro	Acúmulo de lixo	Lixo	Não informado	ua nova Jerusalém 345, Baixa do sapateiro	Baixa do Sapateiro	-2,28611085470535E+016	-4324488985783890	Não	Não menciona
310	20221024_1950	2022	10	24	20201024.0	Vazamento de esgoto, rua Nova Jerusalém 482, baixa do sapateiro	Transbordamento de esgoto	Esgoto	Não informado	rua Nova Jerusalém 482, baixa do sapateiro	Baixa do Sapateiro	-2286138369620080	-4324408796985580	Não	Não menciona
311	20221024_1951	2022	10	24	20221024.0	Buraco na rua, em frente ao número 520, rua nova Jerusalém, baixa do sapateiro	Problemas com bueiro	Esgoto	Não informado	rua nova Jerusalém 520, baixa do sapateiro	Baixa do Sapateiro	-2286139642806240	-4324367360483750	Não	Não menciona
312	20221025_2147	2022	10	25	20221025.0	Acúmulo de lixo, rua capitão Carlos 22, baixa do sapateiro	Acúmulo de lixo	Lixo	Não informado	Rua Capitão Carlos, 22	Baixa do Sapateiro	-22864554	-43244315	Não	Não menciona
313	20221110_2015	2022	11	10	20221110.0	Vazamento de esgoto , rua Tancredo Neves , próximo à divisa . Nova Holanda	Transbordamento de esgoto	Esgoto	Não informado	rua Tancredo Neves , próximo à divisa . Nova Holanda	Nova Holanda	Sem informacao	Sem informacao	Não	Não menciona
314	20221129_0907	2022	11	29	20221129.0	Vazamento de esgoto, Rua nova 70. Nova Holanda	Transbordamento de esgoto	Esgoto	Não informado	Rua nova 70. Nova Holanda	Nova Holanda	-22856448	-4324318636908150	Não	Não menciona
315	20221129_0908	2022	11	29	20221129.1	Vazamento de esgoto, rua Tancredo Neves. 11. Nova Holanda	Transbordamento de esgoto	Esgoto	Não informado	rua Tancredo Neves. 11. Nova Holanda	Nova Holanda	-22856432	-43240199	Não	Não menciona
316	20221207_2126	2022	12	7	20221207.0	Vazamento de esgoto , queixa recorrente . Beco do tropeiro n13, final da rua Oliveira baixa	Transbordamento de esgoto	Esgoto	Recorrente	Beco do tropeiro n13, final da rua Oliveira baixa	Baixa do Sapateiro	-22861387	-43240199	Não	Não menciona
317	20230114_1446	2023	1	14	20230114.0	Vazamento de esgoto , queixa recorrente . Beco do tropeiro n13, final da rua Oliveira baixa	Transbordamento de esgoto	Esgoto	Recorrente	Sempre dps que chove fica umas poças de água na Rua Teixeira Ribeiro na altura da clínica da familia	Nova Holanda	-22854649	-43239640	Não	Não menciona
318	20230114_1446.1	2023	1	14	20230114_1446.1	Vazamento de esgoto , queixa recorrente . Beco do tropeiro n13, final da rua Oliveira baixa	Transbordamento de esgoto	Esgoto	Recorrente	Sempre dps que chove fica umas poças de água na Rua Teixeira Ribeiro na altura da clínica da familia	Nova Holanda	-22854701	-43239647	Não	Não menciona
319	20230114_1446.2	2023	1	14	20230114_1446.2	Vazamento de esgoto , queixa recorrente . Beco do tropeiro n13, final da rua Oliveira baixa	Transbordamento de esgoto	Esgoto	Recorrente	Sempre dps que chove fica umas poças de água na Rua Teixeira Ribeiro na altura da clínica da familia	Nova Holanda	-22854702	-43239654	Não	Não menciona
320	20230207_2017	2023	2	7	20230207.0	Boeiro entupido e vazamento	Transbordamento de esgoto	Esgoto	Não informado	Av. Brasil, 6288 em frente ao Vianense da Passarela 9	Nova Holanda	-22855908	-43247252	Não	Não menciona
321	20230207_2211	2023	2	7	20230207.0	Vazamento de esgoto após fortes chuvas	Transbordamento de esgoto	Esgoto	Não informado	Rua 7 de Março, 105	Parque Maré	-22859332	-43247007	Não	Não menciona
322	20220203_0757	2023	2	8	20220203.0	nessa esquina Igreja Universal&Museu da Maré sempre alaga... o que prejudica o Museu tb. P.e. nessa chuva alagou tanto que a brincadoteca que fica mais alto do que a rua foi alagada. Parece que tem um problema com um cano embaixo do Museu que vem do Morro do Timbau. Se vocês querem, posso perguntar uma pessoa que entende melhor essa canalização para fazer a descriçaõ da situação. R. Praia de Inhaúma, 243 - Maré, Rio de Janeiro - RJ, 21042-130	Boeiro entupido e transbordamento de esgoto	Esgoto	Recorrente	R. Praia de Inhaúma, 243 - Maré		-22865125	-43241386	Não	Não menciona
323	20220203_0758	2023	2	8	20220203.1	nessa esquina Igreja Universal&Museu da Maré sempre alaga... o que prejudica o Museu tb. P.e. nessa chuva alagou tanto que a brincadoteca que fica mais alto do que a rua foi alagada. Parece que tem um problema com um cano embaixo do Museu que vem do Morro do Timbau. Se vocês querem, posso perguntar uma pessoa que entende melhor essa canalização para fazer a descriçaõ da situação. Próimo a R. Praia de Inhaúma, 243 - Maré, Rio de Janeiro - RJ, 21042-130	Boeiro entupido e transbordamento de esgoto	Esgoto	Recorrente	Próximo a R. Praia de Inhaúma, 243		-22865378	-43241547	Não	Não menciona
324	20230420_2009	2023	4	20	20230420.0	Vazamento de água limpa. Próximo a Rua nova Jerusalém 483, timbau	Alagamento	Drenagem	Não informado	Próximo a Rua nova Jerusalém 483, timbau	Morro do Timbau	-22861419	-43243649	Não	Não menciona
325	20230508_0837	2023	5	8	20230508.0	Acúmulo de lixo na rua nova Jerusalém 429, timbau	Acúmulo de lixo	Lixo	Não informado	rua nova Jerusalém 429, timbau	Morro do Timbau	-22861106	-43244611	Não	Não menciona
322	20220203_0757	2023	2	8	20220203.0	nessa esquina Igreja Universal&Museu da Maré sempre alaga... o que prejudica o Museu tb. P.e. nessa chuva alagou tanto que a brincadoteca que fica mais alto do que a rua foi alagada. Parece que tem um problema com um cano embaixo do Museu que vem do Morro do Timbau. Se vocês querem, posso perguntar uma pessoa que entende melhor essa canalização para fazer a descriçaõ da situação. R. Praia de Inhaúma, 243 - Maré, Rio de Janeiro - RJ, 21042-130	Boeiro entupido e transbordamento de esgoto	Esgoto	Recorrente	R. Praia de Inhaúma, 243 - Maré		-22865125	-43241386	Não	Não menciona
323	20220203_0758	2023	2	8	20220203.1	nessa esquina Igreja Universal&Museu da Maré sempre alaga... o que prejudica o Museu tb. P.e. nessa chuva alagou tanto que a brincadoteca que fica mais alto do que a rua foi alagada. Parece que tem um problema com um cano embaixo do Museu que vem do Morro do Timbau. Se vocês querem, posso perguntar uma pessoa que entende melhor essa canalização para fazer a descriçaõ da situação. Próimo a R. Praia de Inhaúma, 243 - Maré, Rio de Janeiro - RJ, 21042-130	Boeiro entupido e transbordamento de esgoto	Esgoto	Recorrente	Próximo a R. Praia de Inhaúma, 243		-22865378	-43241547	Não	Não menciona
324	20230420_2009	2023	4	20	20230420.0	Vazamento de água limpa. Próximo a Rua nova Jerusalém 483, timbau	Alagamento	Drenagem	Não informado	Próximo a Rua nova Jerusalém 483, timbau	Morro do Timbau	-22861419	-43243649	Não	Não menciona
325	20230508_0837	2023	5	8	20230508.0	Acúmulo de lixo na rua nova Jerusalém 429, timbau	Acúmulo de lixo	Lixo	Não informado	rua nova Jerusalém 429, timbau	Morro do Timbau	-22861106	-43244611	Não	Não menciona
