,codificacao_foto,ano,mes,dia,data,Conta para gente o que está acontecendo,Em que categoria se encaixaria o problema,Categoria 2,Com que frequência isso ocorre,Consegue nos informar o endereço de onde a foto/vídeo foi tirada,Em que localidade fica,Insira a latitude do seu endereço (opcional),Insira a longitude do seu endereço (opcional),Você já tentou solucionar o problema de alguma forma,A quem recorreu
154,20210715_1336,2021,07,15,20210715.0,Vazamento de esgoto em vários pontos,Esgoto a céu aberto,Esgoto,Frequentemente,entrada pela rua são Roque n30,Baixa do Sapateiro,-22.859248,-43.243125,Sem informacao,Sem informacao
155,20210715_1724,2021,07,15,20210715.0, lixo tá se espalhando pelo esgoto e pela rua,Esgoto a céu aberto,Esgoto,Frequentemente,"Rua Roberto da Silveira com Rua Canaa, Parque União",Parque União,-22.851589,-43.245236,Sem informacao,Sem informacao
156,20210715_1730,2021,07,15,20210715.0,Morador amigo informou que tá vazando muito esgoto e de forma frequente,Bueiro entupido,Esgoto,Frequentemente,Rua Heitz Oliveira com José Rezende,Parque União,-22.848001,-43.244438,Sem informacao,Sem informacao
157,20210715_1746,2021,07,15,20210715.0,Sem informacao,Bueiro entupido,Esgoto,Frequentemente,Rua Geraldo Marcelino da Silva,Parque União,'-22.849486,Sem informacao,Sem informacao,Sem informacao
158,20210716_1446,2021,07,16,20210716.0,Sem informacao,Transbordamento de esgoto,Esgoto,Ocasionalmente,Rua Maria de Lourdes Martins,Parque União,-22.8493,-43.2436,Sem informacao,Sem informacao
159,20210716_1448,2021,07,16,20210716.0,Sem informacao,Bueiro entupido,Esgoto,Ocasionalmente,Rua Maria de Lourdes Martins,Parque União,-22.84927,-43.24374,Sem informacao,Sem informacao
160,20210716_1450,2021,07,16,20210716.0,Sem informacao,Bueiro entupido,Esgoto,Frequentemente,Rua José Amorim Machado,Parque União,-22.849607 ,-43.245609,Sem informacao,Sem informacao
161,20210716_1452,2021,07,16,20210716.0,O lixo descartado ali acaba se espalhando junto ao esgoto,Esgoto a céu aberto,Esgoto,Frequentemente,Rua São Pedro,Parque União,-22.84947,-43.24568,Sem informacao,Sem informacao
162,20210716_1453,2021,07,16,20210716.0,Sem informacao,Acúmulo de lixo,Lixo,Frequentemente,Rua São Sebastião,Nova Holanda,-22.856245 ,-43.23968,Sem informacao,Sem informacao
163,20210716_1454,2021,07,16,20210716.0,Sem informacao,Acúmulo de lixo e entulho,Lixo,Frequentemente,Rua Teixeira Ribeiro,Parque Maré,-22.857824,-43.239413,Sem informacao,Sem informacao
164,20210716_1458,2021,07,16,20210716.0,Sem informacao,Acúmulo de lixo e entulho,Lixo,Frequentemente,Rua Tancredo Neves com rua Esperança,Parque Maré,-22.856775,-43.240073,Sem informacao,Sem informacao
165,20210716_1853,2021,07,16,20210716.0,Terreno sempre com muito lixo,Acúmulo de lixo e entulho,Lixo,Frequentemente,Rua projetada C,Salsa e Merengue,-22.873176,-43.236653,Sem informacao,Sem informacao
166,20210716_1854,2021,07,16,20210716.0,Sem informacao,Acúmulo de lixo e entulho,Lixo,Frequentemente,Rua projetada C,Salsa e Merengue,-22.873179706950175,-43.23666506994055,Sem informacao,Sem informacao
167,20210716_1857,2021,07,16,20210716.0,local sempre com muito lixo encostado ao muro da escola Marielle Franco,Acúmulo de lixo e entulho,Lixo,Frequentemente,Rua Projetada D,Salsa e Merengue,-22.872850,-43.236253,Sem informacao,Sem informacao
168,20210716_1900,2021,07,16,20210716.0,Vala sempre com muito lixo e caçambas sempre muito cheias,Acúmulo de lixo,Lixo,Frequentemente,Rua Projetada G,Salsa e Merengue,-22.872198,-43.236662,Sem informacao,Sem informacao
169,20210716_1910,2021,07,16,20210716.0,"restos d madeira e entulho , moradores  disseram q já está ali a muito tempo , próximo a Mc salsa  no salsa vila do Pinheiro",Acúmulo de lixo e entulho,Lixo,Frequentemente,Rua Projetada G,Salsa e Merengue,-22.871180,-43.236278,Sem informacao,Sem informacao
170,20210716_1913,2021,07,16,20210716.0,"Rua Pernambuco na Obrinha , rua com esgoto , já está assim ah algum tempo",Esgoto a céu aberto,Esgoto,Frequentemente,Rua Pernambucano,Vila dos Pinheiros,-22.868639,-43.235243,Sem informacao,Sem informacao
171,20210716_1916,2021,07,16,20210716.0,"muro da loja de material de construção do mineiro , mesmo com a placa sempre jogam lixo .",Acúmulo de lixo,Lixo,Frequentemente,Via B1,Vila dos Pinheiros,-22.86733,-43.23454,Sem informacao,Sem informacao
172,20210716_1918,2021,07,16,20210716.0,moradores jogam o lixo no meio da rua,Acúmulo de lixo,Lixo,Ocasionalmente,Travessa 27 ,Vila dos Pinheiros,-22.86716,-43.23468,Sem informacao,Sem informacao
173,20210720_0957,2021,07,20,20210720.0,valão está sempre com repleto de lixo,Acúmulo de lixo e entulho,Lixo,Frequentemente,Av Canal,Vila dos Pinheiros,-22.86893,-43.24133,Sem informacao,Sem informacao
174,20210720_0959,2021,07,20,20210720.0,valão está sempre com repleto de lixo,Acúmulo de lixo e entulho,Lixo,Frequentemente,Av Canal,Vila dos Pinheiros,-22.86893,-43.24133,Sem informacao,Sem informacao
175,20210721_1646,2021,07,21,20210721.0,Esgotamento persistente além do lixo.,Esgoto a céu aberto,Esgoto,Frequentemente,"Rua Tancredo Neves , divisa",Nova Holanda,-22.857944,-43.239852,Sem informacao,Sem informacao
176,20210722_1218,2021,07,22,20210722.0,Vazamento de esgoto,Esgoto a céu aberto,Esgoto,Ocasionalmente,"Nova Mare ( sem número e nomes nas vielas), entrada pela Rua Tancredo Neves.",Nova Maré,-22.86074,-43.23963,Sem informacao,Sem informacao
177,20210722_1219,2021,07,22,20210722.0,Lixo e vazamento de esgoto,Problemas com bueiro,Esgoto,Frequentemente,"Nova Mare ( sem número e nomes nas vielas), entrada pela Rua Ivanildo Alvez",Nova Maré,-22.85845,-43.24066,Sem informacao,Sem informacao
178,20210722_1220,2021,07,22,20210722.0,Lixos e boeiro quebrado.,Esgoto a céu aberto,Esgoto,Frequentemente,"Lixos e boeiro quebrado. Nova Mare ( sem número e nomes nas vielas), entrada pela Rua Tancredo Neves.",Nova Maré,-22.8605,-43.23935,Sem informacao,Sem informacao
179,20210722_1222,2021,07,22,20210722.0,"Entulho espalhado,",Acúmulo de lixo e entulho,Lixo,Frequentemente,"Entulho espalhado, Nova Mare ( sem número e nomes nas vielas), entrada pela Rua do canal projetada",Nova Maré,-22.86052,-43.23959,Sem informacao,Sem informacao
180,20210722_1223,2021,07,22,20210722.0,Vazamento de esgoto,Esgoto a céu aberto,Esgoto,Frequentemente,"Vazamento de esgoto , Nova Mare ( sem número e nomes nas vielas), entrada pela Rua do canal projetada",Nova Maré,-22.860800,-43.23968,Sem informacao,Sem informacao
181,20210722_1224,2021,07,22,20210722.0,Bueiro quebrado,Problemas com bueiro,Esgoto,Diariamente,"Boeiro quebrado, Nova Mare ( sem número e nomes nas vielas), entrada pela Rua Tancredo Neves",Nova Maré,-22.8602,-43.24003,Sem informacao,Sem informacao
182,20210722_1226,2021,07,22,20210722.0,Lixo espalhado,Acúmulo de lixo,Lixo,Frequentemente,"Lixo espalhado , Nova Mare ( sem número e nomes nas vielas), entrada pela Rua Tancredo Neves",Nova Maré,-22.85964,-43.24054,Sem informacao,Sem informacao
183,20210722_1227,2021,07,22,20210722.0,Vazamento de esgoto,Transbordamento de esgoto,Esgoto,Frequentemente,"Vazamento de esgoto, Nova Mare (s numero e nomes nas vielas), entrada pela Rua tancredo neves",Nova Maré,-22.85965,-43.24014,Sem informacao,Sem informacao
184,20210730_1415,2021,07,30,20210730.0,Sem informacao,Esgoto a céu aberto,Esgoto,Frequentemente,Parque Maré/ Rua Nova (próximo a joaquim nabuco) Parque Maré,Parque Maré,-22.85637,-43.24375,Sem informacao,Sem informacao
185,20210730_1417,2021,07,30,20210730.0,Sem informacao,Esgoto a céu aberto,Esgoto,Frequentemente,Parque Maré: Rua João Pessoa (ao final encontro com a Santo Antônio) ,Parque Maré,-22.85627,-43.24444,Sem informacao,Sem informacao
186,20210730_1419,2021,07,30,20210730.0,Sem informacao,Acúmulo de lixo e entulho,Lixo,Frequentemente,Parque Maré: Rua princesa isabel,Parque Maré,-22.85725,-43.24436,Sem informacao,Sem informacao
187,20210730_1421,2021,07,30,20210730.0,Sem informacao,Esgoto a céu aberto,Esgoto,Frequentemente,Parque Maré: rua guanabara com princesa isabel,Parque Maré,-22.85819,-43.24388,Sem informacao,Sem informacao
188,20210730_1422,2021,07,30,20210730.0,Sem informacao,Acúmulo de lixo,Lixo,Frequentemente,Parque Maré: rua vinte nove de julho ,Parque Maré,-22.85837,-43.24319,Sem informacao,Sem informacao
189,20210730_1424,2021,07,30,20210730.0,Sem informacao,Bueiro entupido,Esgoto,Frequentemente,Rua Massaranduba,Parque Rubens Vaz,-22.85297,-43.24497,Sem informacao,Sem informacao
190,20210730_1621,2021,07,30,20210730.0,Sem informacao,Acúmulo de lixo,Lixo,Diariamente,Rua Tancredo neves/ VO,Nova Holanda,-22.85879,-43.23964,Sem informacao,Sem informacao
191,20210730_1622,2021,07,30,20210730.0,Sem informacao,Transbordamento de esgoto,Esgoto,Frequentemente,Rua Tancredo neves com a rua Esperança,Nova Holanda,-22.85685,-43.24014,Sem informacao,Sem informacao
192,20210730_1623,2021,07,30,20210730.0,Sem informacao,Esgoto a céu aberto,Esgoto,Frequentemente,Tancredo neves com Evanildo Alves,Nova Holanda,-22.85796,-43.23988,Sem informacao,Sem informacao
193,20210730_1624,2021,07,30,20210730.0,Sem informacao,Transbordamento de água,Abastecimento de água,Ocasionalmente,Rua Mané garrinha com a rua tancredo neves,Nova Holanda,-22.85605,-43.24038,Sem informacao,Sem informacao
194,20210723_1048,2021,07,23,20210723.0,Rua com vazamento de água,Transbordamento de água,Esgoto,Ocasionalmente,Travessa 28,Vila dos Pinheiros,-22.86714,-43.23506,Sem informacao,Sem informacao
195,20210726_1631,2021,07,26,20210726.0,Travessa com lixo,Acúmulo de lixo,Lixo,Frequentemente,Travessa 46,Vila dos Pinheiros,-22.86763,-43.2375,Sem informacao,Sem informacao
196,20210726_1633,2021,07,26,20210726.0,Esgoto na rua toda,Transbordamento de esgoto,Esgoto,Ocasionalmente,Lote 14 prox a rua A1,Salsa e Merengue,-22.87002,-43.23755,Sem informacao,Sem informacao
197,20210726_1635,2021,07,26,20210726.0,Vazamento de água,Transbordamento de água,Esgoto,Frequentemente,Travessa 56,Salsa e Merengue,-22.86955,-43.23674,Sem informacao,Sem informacao
198,20210726_1636,2021,07,26,20210726.0,Buraco com vazamento de água,Transbordamento de água,Esgoto,Frequentemente,Rua 2 prox a Travessa 13,Vila do João,-22.87154,-43.24002,Sem informacao,Sem informacao
199,20210727_1747,2021,07,27,20210727.0,Travessa com esgoto,Esgoto a céu aberto,Esgoto,Frequentemente,Travessa 31,Vila dos Pinheiros,-22.8673,-43.23575,Sem informacao,Sem informacao
200,20210729_1336,2021,07,29,20210729.0,Sem informacao,Esgoto a céu aberto,Esgoto,Frequentemente,Rua João Araújo,Parque Rubens Vaz,-22.85318,-43.24672,Sem informacao,Sem informacao
201,20210730_1230,2021,07,30,20210730.0,Sem informacao,Acúmulo de lixo,Lixo,Não informado,Rua Flavia Farnese (485) Baixa do Sapateiro,Baixa do Sapateiro,-22.86031,-43.24606,Sem informacao,Sem informacao
202,20210730_1236,2021,07,30,20210730.0,Sem informacao,Problemas com bueiro,Esgoto,Diariamente,Rua paraibuna/ Baixa do Sapateiro,Baixa do Sapateiro,-22.85915,-43.2453,Sem informacao,Sem informacao
203,20210730_1237,2021,07,30,20210730.0,Sem informacao,Problemas com bueiro,Esgoto,Diariamente,"Rua ivanildo alvez, em frente ao beco santa Izabel. Baixa do Sapateiro",Baixa do Sapateiro,-22.85898,-43.24441,Sem informacao,Sem informacao
204,20210730_1254,2021,07,30,20210730.0,Sem informacao,Acúmulo de lixo e entulho,Lixo,Não informado,"Entulho e lixo no beco Santa luzia n 9b, entrada pela rua Ivanildo Alvez",Baixa do Sapateiro,-22.85908,-43.24439,Sem informacao,Sem informacao
205,20210806_1237,2021,08,06,20210806.0,Esgoto aberto,Esgoto a céu aberto,Esgoto,Frequentemente,Travessa alegria n9,Morro do Timbau,-22.86487,-43.24312,Sem informacao,Sem informacao
206,20210806_1238,2021,08,06,20210806.0,Acúmulo de lixo e entulho,Acúmulo de lixo e entulho,Lixo,Frequentemente,travessa trindade,Morro do Timbau,-22.86455,-43.24296,Sem informacao,Sem informacao
207,20210810_1906,2021,08,10,20210810.0,Lixo na rua,Acúmulo de lixo,Lixo,Frequentemente,"Rua nossa senhora da Penha, próximo a padaria da Solange ",Marcílio Dias,-22.82108,-43.27253,Sem informacao,Sem informacao
208,20210810_1908,2021,08,10,20210810.0,Bueiro entupido ,Bueiro entupido,Esgoto,Frequentemente,"Travessa coração de Jesus, próximo ao número 13",Marcílio Dias,-22.81982,-43.27267,Sem informacao,Sem informacao
209,20210810_1910,2021,08,10,20210810.0,Vazamento de água na rua toda ,Transbordamento de água,Drenagem,Não informado,travessa Floriano Peixoto,Marcílio Dias,-22.81862,-43.27319,Sem informacao,Sem informacao
210,20210806_1844,2021,08,06,20210806.0,Travessa com água vazando ,Transbordamento de água,Drenagem,Frequentemente,Travessa 18,Vila dos Pinheiros,-22.86485,-43.23416,Sem informacao,Sem informacao
211,20210806_1845,2021,08,06,20210806.0,Vazamento de água travessa,Transbordamento de água,Drenagem,Frequentemente,Travessa 18,Vila dos Pinheiros,-22.86485,-43.23416,Sem informacao,Sem informacao
212,20210806_18451,2021,08,06,20210806.0,Vazamento de esgoto na rua,Esgoto a céu aberto,Esgoto,Não informado,Av Seletiva prox 46,Vila dos Pinheiros,-22.86353,-43.23572,Sem informacao,Sem informacao
213,20210806_1847,2021,08,06,20210806.0,Esgoto vazando,Transbordamento de esgoto,Esgoto,Frequentemente,Av Seletiva prox 46,Vila dos Pinheiros,-22.86345,-43.23591,Sem informacao,Sem informacao
214,20210806_1850,2021,08,06,20210806.0,Esgoto vazando,Transbordamento de esgoto,Esgoto,Frequentemente,Av Seletiva prox 48,Vila dos Pinheiros,-22.86353,-43.23572,Sem informacao,Sem informacao
215,20210806_1851,2021,08,06,20210806.0,Lixo na rua e esgoto,Esgoto a céu aberto,Esgoto,Frequentemente,Av Seletiva prox 58,Vila dos Pinheiros,-22.86347,-43.23549,Sem informacao,Sem informacao
216,20210806_1852,2021,08,06,20210806.0,Caçamba cheia ,Acúmulo de lixo,Lixo,Não informado,Av Seletiva prox a C8,Vila dos Pinheiros,-22.86373,-43.2351,Sem informacao,Sem informacao
217,20210806_18522,2021,08,06,20210806.0,Caçamba cheia ,Acúmulo de lixo,Lixo,Não informado,Av Seletiva prox a C8,Vila dos Pinheiros,-22.86369,-43.23519,Sem informacao,Sem informacao
218,20210806_1853,2021,08,06,20210806.0,Esgoto vazando,Bueiro entupido,Drenagem,Frequentemente,Rua C7,Vila dos Pinheiros,-22.86332,-43.23648,Sem informacao,Sem informacao
219,20210806_1854,2021,08,06,20210806.0,Acúmulo de lixo,Acúmulo de lixo,Lixo,Não informado,Av Canal prox a Av Bento Ribeiro Dantas,Vila dos Pinheiros,-22.86388,-43.23879,Sem informacao,Sem informacao
220,20210809_1637,2021,08,09,20210809.0,Queixa recorrente,Esgoto a céu aberto,Esgoto,Frequentemente,beco do tripeiro tia praia de Inhauma n11,Baixa do Sapateiro,-22.86171,-43.23893,Sem informacao,Sem informacao
221,20210810_1205,2021,08,10,20210810.0,"Queixa recorrente , acúmulo de lixo",Acúmulo de lixo,Lixo,Frequentemente,"venida Guilherme Maxuel, em frente ao EDI Quelita de Paula",Morro do Timbau,-22.86517,-43.24283,Sem informacao,Sem informacao
222,20210813_1402,2021,08,13,20210813.0,Lixo espalhado,Acúmulo de lixo,Lixo,Frequentemente,Av canal 74 ,Vila do João,-22.86982,-43.2412,Sem informacao,Sem informacao
223,20210813_1708,2021,08,13,20210813.0,Esgoto vazando,Esgoto a céu aberto,Esgoto,Frequentemente,Rua 14 número 6,Vila do João,-22.87185,-43.23977,Sem informacao,Sem informacao
224,20210813_1710,2021,08,13,20210813.0,Rua alagada,Alagamento,Drenagem,Ocasionalmente,Rua germano Firmino dos Santos próximo a av canal ,Conjunto Esperança,-22.87507,-43.23779,Sem informacao,Sem informacao
225,20210813_1711,2021,08,13,20210813.0,Bueiro com entulho,Bueiro entupido,Esgoto,Ocasionalmente,Rua 12 na vila do João próximo ao número 295,Vila do João,-22.8707,43.24038,Sem informacao,Sem informacao
226,20210813_1715,2021,08,13,20210813.0,Canaleta com Esgoto,Esgoto a céu aberto,Esgoto,Frequentemente,"Travessa Principal, Canaleta com Esgoto",Nova Holanda,-22.85874,-43.24221,Sem informacao,Sem informacao
227,20210813_1717,2021,08,13,20210813.0,Sem informacao,Esgoto a céu aberto,Esgoto,Frequentemente,Evanildo Alves,Baixa do Sapateiro,-22.85866,-43.24346,Sem informacao,Sem informacao
228,20210813_1719,2021,08,13,20210813.0,Sem informacao,Esgoto a céu aberto,Esgoto,Frequentemente,Evanildo Alves,Baixa do Sapateiro,-22.85901,-43.24458,Sem informacao,Sem informacao
229,20210813_1721,2021,08,13,20210813.0,Sem informacao,Transbordamento de esgoto,Esgoto,Frequentemente,Evanildo Alves,Baixa do Sapateiro,-22.85902,-43.24452,Sem informacao,Sem informacao
230,20210816_2316,2021,08,16,20210816.0,Beco alagado,Alagamento,Drenagem,Frequentemente,Beco Jardim América,Marcílio Dias,-22.82067,-43.27386,Sem informacao,Sem informacao
231,20210816_23161,2021,08,16,20210816.0,Beco alagado ,Alagamento,Drenagem,Frequentemente,Beco Jardim América,Marcílio Dias,-22.8208,-43.27401,Sem informacao,Sem informacao
232,20210816_23162,2021,08,16,20210816.0,Travessa alagada,Alagamento,Drenagem,Frequentemente,Beco Jardim América,Marcílio Dias,-22.82069,-43.27413,Sem informacao,Sem informacao
233,20210816_2323,2021,08,16,20210816.0,Rua com acúmulo frequente de lixo,Acúmulo de lixo,Lixo,Frequentemente,Rua do Alpiste com a Rua Ns Sra da Penha,Marcílio Dias,-22.81828,-43.27387,Sem informacao,Sem informacao
234,20200816_1309,2020,08,16,20210816.0,Entulho,Acúmulo de lixo e entulho,Lixo,Ocasionalmente,"Entulho no baco Monteiro , em frente a casa 2 entrada pela travessa Jerusalém timbau",Morro do Timbau,-22.86193,-43.24205,Sem informacao,Sem informacao
235,20210820_1714,2021,08,20,20210820.0,Sem informacao,Bueiro entupido,Esgoto,Frequentemente,Travessa 52 prox a B8,Vila dos Pinheiros,-22.8681,-43.23548,Sem informacao,Sem informacao
236,20210820_1716,2021,08,20,20210820.0,Sem informacao,Transbordamento de esgoto,Esgoto,Frequentemente,Travessa 57 com a 56,Vila dos Pinheiros,-22.86925,-43.23674,Sem informacao,Sem informacao
237,20210820_1720,2021,08,20,20210820.0,Sem informacao,Transbordamento de esgoto,Esgoto,Frequentemente,Via C11 esquina com a Via B9,Conjunto Pinheiros,-22.86964,-43.23951,Sem informacao,Sem informacao
238,20210820_1722,2021,08,20,20210820.0,Sem informacao,Esgoto a céu aberto,Esgoto,Frequentemente,Via C11 prox a Via B9,Conjunto Pinheiros,-22.86957,-43.23955,Sem informacao,Sem informacao
239,20210820_1813,2021,08,20,20210820.0,Sem informacao,Acúmulo de lixo e entulho,Lixo,Frequentemente,Via C11 - Marrocos,Conjunto Pinheiros,-22.86985,-43.24028,Sem informacao,Sem informacao
240,20210903_1500,2021,09,03,20210903.0,Sem informacao,Transbordamento de água,Drenagem,Frequentemente,Travessa 28 ,Vila dos Pinheiros,-22.86726,-43.23504,Sem informacao,Sem informacao
241,20210903_1501,2021,09,03,20210903.0,Sem informacao,Esgoto a céu aberto,Esgoto,Frequentemente,Rua Projetada C ,Salsa e Merengue,-22.87275,-43.23766,Sem informacao,Sem informacao
242,20210903_1502,2021,09,03,20210903.0,Sem informacao,Transbordamento de esgoto,Esgoto,Frequentemente,Rua Projetada C,Salsa e Merengue,-22.87204,-43.23825,Sem informacao,Sem informacao
243,20210903_1503,2021,09,03,20210903.0,Sem informacao,Transbordamento de esgoto,Esgoto,Frequentemente,Rua Projetada C,Salsa e Merengue,-22.8721,-43.23812,Sem informacao,Sem informacao
244,20210903_1504,2021,09,03,20210903.0,Sem informacao,Acúmulo de lixo,Lixo,Frequentemente,Rua 13 prox a Av Canal 2 ,Vila do João,-22.87118,-43.23984,Sem informacao,Sem informacao
245,20210903_1506,2021,09,03,20210903.0,Sem informacao,Esgoto a céu aberto,Esgoto,Frequentemente,Sem informacao,Vila do João,-22.87262,-43.24102,Sem informacao,Sem informacao
246,20210903_1510,2021,09,03,20210903.0,Sem informacao,Transbordamento de esgoto,Esgoto,Frequentemente,Rua 3 esquina com a rua 13,Vila do João,-22.87213,-43.24139,Sem informacao,Sem informacao
247,20210903_1512,2021,09,03,20210903.0,Sem informacao,Esgoto a céu aberto,Esgoto,Frequentemente,Rua Saúde esquina com Rua Conquista,Vila do João,-22.8715,-43.24234,Sem informacao,Sem informacao
248,20200529_1228,2020,05,29,20200529.0,Esse esgoto estar assim a bastante tempo a cedae já veio uma vez arrumou com menos de uma semana voltou a ficar assim novamente,Esgoto a céu aberto,Esgoto,Frequentemente,Travessa Brasil,Vila dos Pinheiros,-22.863867,-43.23727,Não menciona,Não menciona
249,20200120_0727,2020,01,20,20200120.0,"Bom dia moro na roquete Pinto e de frente a minha casa ta esse nojo essa tampa já quebrou varias vezes e vive entupido e essa água da caixa da vizinha vive caindo água quase todos os dias ... queria saber se vocês podem fazer algo por nós aqui, obrigado ! Espero que isso resolva porque tem vezes que o cheiro do esgoto tá forte de mais e não consigo ficar na minha própria sala",Bueiro entupido,Esgoto,Frequentemente,Rua Cruzeiro do sul,Roquete Pinto,-22.84419,-43.24815,Não menciona,Não menciona
250,20200303_0944,2020,03,03,20200303.0,Segue algumas fotos de uns dos problemas q estamos enfrentando,Esgoto a céu aberto,Esgoto,Frequentemente,Ciclovia Pinheiro,Vila dos Pinheiros,-22.86323,-43.23786,Não menciona,Não menciona
251,20200305_0821,2020,03,05,20200305.0,Sem informacao,Esgoto a céu aberto,Esgoto,Frequentemente,Via A1. É uma ruazinha subindo para campo da toca.proximo ao sacolão da nena,Vila dos Pinheiros,-22.8681,-43.23766,Não menciona,Não menciona
252,20200529_1228(2),2020,05,29,20200529.0,Esse esgoto estar assim a bastante tempo a cedae já veio uma vez arrumou com menos de uma semana voltou a ficar assim novamente,Bueiro entupido,Esgoto,Diariamente,Essa e a travessa Brasil na vila do Pinheiro,Vila dos Pinheiros,Sem informacao,Sem informacao,Sim,Cedae
253,20201208_2107,2020,12,08,20201208.0,Boa Tarde Meus Amigos esgoto a céu aberto na Rua Principal perto do Detran da Baixa,Esgoto a céu aberto,Esgoto,Frequentemente,Rua Principal perto do Detran da Baixa,Baixa do Sapateiro,-22.85891,-43.24137,Não menciona,Não menciona
254,20201209_0812,2020,12,09,20201209.0,Bom Dia Cocozap esgoto a céu aberto na Obrinha Número 5 Vila Do Pinheiro,Bueiro entupido,Esgoto,Frequentemente,Obrinha Número 5 Vila Do Pinheiro,Vila dos Pinheiros,Sem informacao,Sem informacao,Não menciona,Não menciona
255,20201216_1139,2020,12,16,20201216.0,Sem informacao,Esgoto a céu aberto,Esgoto,Frequentemente,"Trv.operario fortes,roquete pinto... No beco do lado da associação dos moradores",Roquete Pinto,Sem informacao,Sem informacao,Não menciona,Não menciona
256,20210124_0056,2021,01,24,20210124.0,Choveu e ficou muito alagado,Alagamento,Esgoto,Ocasionalmente,Rua da saúde vila do João/ calçado do Upa,Vila do João,-22.87018,-43.24343,Não menciona,Não menciona
257,20210126_2041,2021,01,26,20210126.0,Foi na terça feira não é um problema direito não,Esgoto a céu aberto,Esgoto,Ocasionalmente,Rua Capivari perto do Museu da Maré Timbau,Morro do Timbau,-22.86507,-43.24242,Não menciona,Não menciona
258,20210312_1055,2021,03,12,20210312.0,"Pelo que conversei com quem me falou do problema, é quase sempre que chove. As vezez, mesmo sem chuva fica assim.",Esgoto a céu aberto,Esgoto,Ocasionalmente,"Fica na Rua Manoel Ribeiro Vasconcelos, Conjunto Esperança.Altura do número 13. (Próximo ao segundo campo)",Conjunto Esperança,-22.87474,-43.23717,Não menciona,Não menciona
259,20210312_1628,2021,03,12,20210312.0,Recebi o vídeo e a foto de outro morador da Maré. Mas da Favela Roquete Pinto. E é extremamente frequente no Piscinão de Ramos.,Esgoto a céu aberto,Esgoto,Frequentemente,Fica no Beco 7 de Setembro. Altura do número 10,Roquete Pinto,Sem informacao,Sem informacao,Não menciona,Não menciona
260,20210313_1606,2021,03,13,20210313.0,"Recebi essas fotos de um morador do Piscinão de Ramos. Por coincidência, já tinha passado pelo local. Lixo a céu aberto, com uma grande quantidade de ratos.",Acúmulo de lixo e entulho,Lixo,Diariamente,"Na avenida Brasil, altura da passarela 12. Ponto de acesso para o Piscinão.",Roquete Pinto,-22.84296,-43.25059,Não menciona,Não menciona
261,20210316_1546,2021,03,16,20210316.0,sempre que chove muito alaga. mas n tanto assim. essa foi a primeira vez q vi dessa forma,Alagamento,Esgoto,Ocasionalmente,"rua joão araújo na altura da av brasil, num 32",Parque Rubens Vaz,-22.85291,-43.24559,Não menciona,Não menciona
262,20210316_1647,2021,03,16,20210316.0,Sem informacao,Alagamento,Esgoto,Ocasionalmente,"Favela Roquete Pinto - Piscinão de Ramos. Aqui é no Beco 7 de Setembro, altura do número 15 - Roquete Pinto (Piscinão de Ramos)",Roquete Pinto,Sem informacao,Sem informacao,Não menciona,Não menciona
263,20210316_1648,2021,03,16,20210316.0,Sem informacao,Alagamento,Esgoto,Ocasionalmente,Rua Teixeira Ribeiro,Parque Maré,-22.85594,-43.24529,Não menciona,Não menciona
264,20210316_1656,2021,03,16,20210316.0,Sem informacao,Alagamento,Esgoto,Ocasionalmente,Via B9 - Altura do número 20.,Vila dos Pinheiros,-22.87007,-43.23928,Não menciona,Não menciona
265,20210316_1749,2021,03,16,20210316.0,mas chuva normal não enche tanto,Alagamento,Esgoto,Ocasionalmente,"rua Ari leão no parque união, ao lado da picanha do juscelino",Parque União,-22.8507,-43.24479,Não menciona,Não menciona
266,20210316_1753,2021,03,16,20210316.0,Alaga em chuvas fortes,Alagamento,Esgoto,Ocasionalmente,"Rua João Araújo, parque Rubens Vaz, Ao lado do bar do Miguel, próximo a quadra",Parque Rubens Vaz,-22.85243,-43.24412,Não menciona,Não menciona
267,20210316_1812,2021,03,16,20210316.0,Sem informacao,Alagamento,Esgoto,Ocasionalmente,Fica no C11 - Pinheiro,Vila dos Pinheiros,-22.86962,-43.23807,Não menciona,Não menciona
268,20210316_1848,2021,03,16,20210316.0,Sem informacao,Alagamento,Esgoto,Ocasionalmente,B3 - Pinheiro ( Perto do Brizolao),Vila dos Pinheiros,-22.86861,-43.23738,Não menciona,Não menciona
269,20210316_1941,2021,03,16,20210316.0,Sem informacao,Alagamento,Esgoto,Ocasionalmente,"Esse é na rua João Araújo na Rubens Vaz, Próximo ao campo",Parque Rubens Vaz,-22.8523,-43.2437,Não menciona,Não menciona
270,20210320_1141,2021,03,20,20210320.0,"Video feito hoje (20/03/2021).Problema iniciado ontem. Vazamento de esgoto, cheiro muito forte, num espaço onde fica um restaurante em frente. Ou seja, impacto na saúde e na economia do local, já que os clientes se incomodam com o cheiro.",Transbordamento de esgoto,Esgoto,Ocasionalmente,"Fica na Rua Manoel Ribeiro , altura do número 15",Conjunto Esperança,-22.87479,-43.23728,Não menciona,Não menciona
271,20210325_0822,2021,03,25,20210325.0,Sem informacao,Acúmulo de lixo,Lixo,Diariamente,Essas duas fotos foram tiradas na Entrada do Parque União. Avenida Brasil. Altura da Antiga Passarela Caracol.,Parque União,-22.85313,-43.24735,Não menciona,Não menciona
